web-scraper-order,web-scraper-start-url,joblink,joblink-href,Job,company,Location,keyskills,experience
"1551710749-2824","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-20","Tech Lead - Java","https://www.naukri.com/job-listings-Tech-Lead-Java-Societe-Generale-Global-Solution-Centre-Bengaluru-8-to-10-years-250219901543?src=premjobsearchDesk&sid=15517106685705&xp=9&px=20","Tech Lead - Java","Societe Generale Global Solution Centre","Bengaluru","Hibernate     Core Java     Web services     Weblogic     Automation     Tomcat     JDBC     Application development     MVC     Selenium","8 - 10 yrs"
"1551711160-2969","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-3",".NET Developer","https://www.naukri.com/job-listings-NET-Developer-EvolutionCo-Digital-Interactive-Consultancy-Pvt-Ltd-Mumbai-Gurgaon-2-to-5-years-281118001332?src=premjobsearchDesk&sid=15517110881881&xp=14&px=3",".NET Developer","EvolutionCo Digital & Interactive Consultancy  Pvt Ltd","Mumbai,    Gurgaon","mvc     SDLC     .Net     c #     MS SQL     SQL     Web Application     ASP.Net MVC     .net mvc","2 - 5 yrs"
"1551709435-2352","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-29","Digital Marketing Client Servicing (aem)- Manager/assistant Manager","https://www.naukri.com/job-listings-Digital-Marketing-Client-Servicing-aem-Manager-assistant-Manager-Mancer-Consulting-Services-Pvt-Ltd-Gurgaon-10-to-15-years-260219008328?src=premjobsearchDesk&sid=15517094058807&xp=31&px=29","null","null","null","null","null"
"1551709643-2427","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-28","Mean Stack Architect","https://www.naukri.com/job-listings-Mean-Stack-Architect-Webdunia-Indore-7-to-12-years-270219005269?src=premjobsearchDesk&sid=15517095509489&xp=6&px=28","Mean Stack Architect","Webdunia","Indore","javascript     node.js     jquery     ajax     Angular","7 - 12 yrs"
"1551710834-2860","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-19","Senior Analyst - Operations Analytics","https://www.naukri.com/job-listings-Senior-Analyst-Operations-Analytics-Lowe-s-Services-India-Private-limited-Bengaluru-3-to-5-years-250219902671?src=premjobsearchDesk&sid=15517108017793&xp=23&px=19","null","null","null","null","null"
"1551708029-1873","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-39","Machine Learning - Software Engineer","https://www.naukri.com/job-listings-Machine-Learning-Software-Engineer-ThinCI-Semiconductor-Technologies-India-Pvt-Ltd-Hyderabad-3-to-6-years-041218003248?src=premjobsearchDesk&sid=15517079407197&xp=10&px=39","Machine Learning - Software Engineer","ThinCI Semiconductor Technologies India Pvt. Ltd.","Hyderabad","C     C++     Cuda     Python     Algorithms     Machine Learning     Image Processing     Software Engineering     Ruby     Programming     Machine","3 - 6 yrs"
"1551706803-1427","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-48","SNow Architect","https://www.naukri.com/job-listings-SNow-Architect-TRH-Consultancy-Services-Mumbai-Bengaluru-Chennai-Hyderabad-Pune-Kolkata-Gurgaon-Noida-8-to-13-years-270219003345?src=premjobsearchDesk&sid=15517067149426&xp=6&px=48","SNow Architect","TRH Consultancy Services","Mumbai,    Bengaluru,    Chennai,    Hyderabad,    Pune,    Kolkata,    Gurgaon,    Noida","Project Portfolio Management     Requirement Analysis     Solution Design     Technical Architecture     Solution Delivery     Web Services     System Design     Change Management     Program Delivery     Demand Management","8 - 13 yrs"
"1551707242-1586","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-44","Product Specialist || Full Stack Developer|| Coder||c# & .Net || Noida","https://www.naukri.com/job-listings-Product-Specialist-Full-Stack-Developer-Coder-c-Net-Noida-G-Cube-Webwide-Software-Pvt-Ltd-Noida-3-to-7-years-170119000778?src=premjobsearchDesk&sid=15517072621477&xp=47&px=44","null","null","null","null","null"
"1551710055-2571","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-25","Quant Strategist/ Developer/ Researcher","https://www.naukri.com/job-listings-Quant-Strategist-Developer-Researcher-Madison-Cube-Recruitment-PAN-India-0-to-4-years-280219000461?src=premjobsearchDesk&sid=15517099747949&xp=12&px=25","Quant Strategist/ Developer/ Researcher","Madison Cube Recruitment","PAN India","data structures     algorithms     c++     programming     financial markets","0 - 4 yrs"
"1551709060-2230","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-32","Senior Software Engineer","https://www.naukri.com/job-listings-Senior-Software-Engineer-Aricent-Technologies-H-Limited-Gurgaon-3-to-5-years-260219901540?src=premjobsearchDesk&sid=15517089557973&xp=3&px=32","null","null","null","null","null"
"1551706885-1455","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-47","Technology Director - Mobility Start-up","https://www.naukri.com/job-listings-Technology-Director-Mobility-Start-up-Morpheus-Consulting-Mumbai-10-to-15-years-270219004445?src=premjobsearchDesk&sid=15517068517602&xp=28&px=47","Technology Director - Mobility Start-up","Morpheus Consulting","Mumbai","international recruitment     key account management     relationship management     technology solutions     mobile technology     architectural design     design development     development management     solutions architecture","10 - 15 yrs"
"1551708291-1970","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-37","Opportunity For Java Developer - Globant","https://www.naukri.com/job-listings-Opportunity-For-Java-Developer-Globant-Globant-India-Private-Limited-Pune-6-to-10-years-250219005666?src=premjobsearchDesk&sid=15517082166820&xp=13&px=37","null","null","null","null","null"
"1551709996-2549","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-25","Software Engineer/senior Software Engineer - Java/python","https://www.naukri.com/job-listings-Software-Engineer-senior-Software-Engineer-Java-python-Beacon-Path-Bengaluru-2-to-5-years-270219904008?src=premjobsearchDesk&sid=15517099747949&xp=34&px=25","Software Engineer/senior Software Engineer - Java/python","Beacon Path","Bengaluru","Java     Python     testing     RDBMS     Oracle     MySQL     PGSQL     No SQL     Mongo DB     Cassandra DB","2 - 5 yrs"
"1551708184-1932","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-38","Manual Test Engineer - Functional/regression Testing","https://www.naukri.com/job-listings-Manual-Test-Engineer-Functional-regression-Testing-Gracira-Technologies-Bengaluru-2-to-4-years-010319000868?src=premjobsearchDesk&sid=15517080816325&xp=1&px=38","Manual Test Engineer - Functional/regression Testing","Gracira Technologies","Bengaluru","Manual Testing     Regression Testing     Test Engineering     Writing Test Cases     Defect Logging     API Testing     Javascript     HTML     Test Reporting     Web Technologies     Manual Test Engineer","2 - 4 yrs"
"1551709447-2356","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-29","Urgent Job Opportunity- SR Mgr Business Development- Hyderabad","https://www.naukri.com/job-listings-Urgent-Opportunity-SR-Mgr-Business-Development-Hyderabad-ManpowerGroup-Services-India-Private-Limited-Hyderabad-8-to-13-years-260219008708?src=premjobsearchDesk&sid=15517094058807&xp=27&px=29","Urgent Job Opportunity- SR Mgr Business Development- Hyderabad","ManpowerGroup Services India Private Limited","Hyderabad","Business Development","8 - 13 yrs"
"1551709649-2429","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-28","Senior Software Engineer_ Java, Restful, Extjs, JavaScript ,other JS f","https://www.naukri.com/job-listings-Senior-Software-Engineer-Java-Restful-Extjs-JavaScript-other-JS-f-Talent-Grow-Recruitment-Consultants-Delhi-NCR-4-to-9-years-270219005228?src=premjobsearchDesk&sid=15517095509489&xp=4&px=28","Senior Software Engineer_ Java, Restful, Extjs, JavaScript ,other JS f","Talent Grow Recruitment Consultants","Delhi NCR","javascript     extjs     java     RESTful     web services     HTML     CSS     JSON     XML     data structures     design patterns     Web development","4 - 9 yrs"
"1551709081-2236","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-31","Product Designer( UI / UX)","https://www.naukri.com/job-listings-Product-Designer-UI-UX-TypeSet-Startup-Bengaluru-3-to-6-years-010319900040?src=premjobsearchDesk&sid=15517090989091&xp=47&px=31","Product Designer( UI / UX)","TypeSet - Startup","Bengaluru","Photoshop     Illustrator     User Interface Designing     User Research     UX     Prototyping     Sketching     Tool Design     Prototype     Product Design     Product Designer","3 - 6 yrs"
"1551707459-1671","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-43","Lead Engineer- Packet test","https://www.naukri.com/job-listings-Lead-Engineer-Packet-test-Ciena-India-Private-Ltd-Gurgaon-8-to-12-years-270219903427?src=premjobsearchDesk&sid=15517073963771&xp=12&px=43","Lead Engineer- Packet test","Ciena India Private Ltd.","Gurgaon","Project management     Automation     Troubleshooting     Network security     Ethernet     MPLS     Test cases     Test planning     VLAN     Network design","8 - 12 yrs"
"1551710686-2800","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-20","Embedded Software Engineer","https://www.naukri.com/job-listings-Embedded-Software-Engineer-Ciena-India-Private-Ltd-Gurgaon-8-to-13-years-250219901413?src=premjobsearchDesk&sid=15517106685705&xp=33&px=20","Embedded Software Engineer","Ciena India Private Ltd.","Gurgaon","Networking     MPLS     Coding     OSPF     Computer science     Product quality     Continuous improvement     Talent acquisition     embedded software development     ISIS","8 - 13 yrs"
"1551709344-2322","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-30","Technical LEAD - JAVA  Angular -","https://www.naukri.com/job-listings-Technical-LEAD-JAVA-Angular-MATRIX-RECRUITMENT-CONSULTING-LLP-Pune-8-to-13-years-240418008834?src=premjobsearchDesk&sid=1551709259239&xp=11&px=30","Technical LEAD - JAVA  Angular -","MATRIX RECRUITMENT CONSULTING LLP","Pune","application development     technical lead     project lead     tech lead     module lead     java lead     Team Management","8 - 13 yrs"
"1551709115-2247","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-31","Software Developer - .net/c#","https://www.naukri.com/job-listings-Software-Developer-net-c-Sourcebits-Technologies-Bengaluru-5-to-10-years-260219901919?src=premjobsearchDesk&sid=15517090989091&xp=36&px=31","Software Developer - .net/c#","Sourcebits Technologies","Bengaluru","Entity Framework     Javascript     C#     JQuery     ADO.Net     Bootstrap     Html5     Azure     TFS     .Net     Software Developer","5 - 10 yrs"
"1551707410-1650","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-43","VP / AVP - Operations Analytics","https://www.naukri.com/job-listings-VP-AVP-Operations-Analytics-Asterion-Consulting-Pvt-Ltd-Bengaluru-8-to-13-years-230219005400?src=premjobsearchDesk&sid=15517073963771&xp=33&px=43","null","null","null","null","null"
"1551707565-1711","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-42","President Packaging Business","https://www.naukri.com/job-listings-President-Packaging-Business-Sampark-Career-Developers-Mumbai-20-to-30-years-200418005817?src=premjobsearchDesk&sid=15517075195548&xp=22&px=42","President Packaging Business","Sampark Career Developers  hiring for Client of Sampark","Mumbai","packaging sales     fmcg     packaging solutions     processing solutions     laminate sales     Flexibles     Business Planning     Consumer Goods     President & CEO     President","20 - 30 yrs"
"1551708835-2152","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-33","Mean Stack Developer","https://www.naukri.com/job-listings-Mean-Stack-Developer-Anand-Rathi-IT-Private-Limited-Jodhpur-2-to-4-years-260219008910?src=premjobsearchDesk&sid=15517088082922&xp=31&px=33","Mean Stack Developer","Anand Rathi IT Private Limited","Jodhpur","Javascript     HTML     CSS     Bootstrap     Node.Js     Mean Stack     Web Services     Web Technologies","2 - 4 yrs"
"1551706591-1349","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-49","Deputy Manager - IT Operation","https://www.naukri.com/job-listings-Deputy-Manager-IT-Operation-Simply-People-Noida-6-to-9-years-270219001858?src=premjobsearchDesk&sid=15517065763070&xp=34&px=49","Deputy Manager - IT Operation","Simply People","Noida","Project Management     SSRS     SQL Server     IT Operations     IT Management     Team Management     ITIL Certified     Operations Management     Cost Optimization     General Management","6 - 9 yrs"
"1551708591-2071","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-35","Python Developer","https://www.naukri.com/job-listings-Python-Developer-AUDETEMI-TECHNOLOGIES-PRIVATE-LIMITED-Pune-Baner-Pashan-Link-Road-3-to-7-years-260219005087?src=premjobsearchDesk&sid=15517085062925&xp=12&px=35","Python Developer","AUDETEMI TECHNOLOGIES PRIVATE LIMITED","Pune(Baner Pashan Link Road)","django     html     css     python     java     git     rest     web services     aws     flask","3 - 7 yrs"
"1551706688-1383","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-48","Principal Engineer - Big Data/hadoop","https://www.naukri.com/job-listings-Principal-Engineer-Big-Data-hadoop-TalPro-Delhi-NCR-Bengaluru-5-to-10-years-270219002722?src=premjobsearchDesk&sid=15517067149426&xp=50&px=48","Principal Engineer - Big Data/hadoop","TalPro","Delhi NCR,    Bengaluru","Java     HBase     Pig     Maven     Spring Framework     JBoss     JUnit     Tomcat     NoSQL     JEE     Java programming     OOAD","5 - 10 yrs"
"1551708380-1998","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-36","Java Developer - Projects Implementation","https://www.naukri.com/job-listings-Java-Developer-Projects-Implementation-Harel-Consulting-Bengaluru-Pune-Chandigarh-3-to-8-years-250219901602?src=premjobsearchDesk&sid=15517083601050&xp=35&px=36","Java Developer - Projects Implementation","Harel Consulting","Bengaluru,    Pune,    Chandigarh","Design Development     Knowledge Management     Team Leading","3 - 8 yrs"
"1551710495-2728","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-22","Acn-digital -analytics-cmt Analytics - Bangalore/chennai","https://www.naukri.com/job-listings-Acn-digital-analytics-cmt-Analytics-Bangalore-chennai-Accenture-Delhi-NCR-Bengaluru-Gurgaon-1-to-6-years-290119003394?src=premjobsearchDesk&sid=15517104022703&xp=5&px=22","null","null","null","null","null"
"1551707988-1859","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-39","Java Developer - Spring/hibernate","https://www.naukri.com/job-listings-Java-Developer-Spring-hibernate-Forret-India-Pvt-Ltd-Ahmedabad-2-to-6-years-280219901706?src=premjobsearchDesk&sid=15517079407197&xp=24&px=39","Java Developer - Spring/hibernate","Forret India Pvt Ltd","Ahmedabad","Java     Java Developer     Spring     Hibernate     HTML5     JavaScript     CSS     Core Java     Spring MVC     MySQL     Angular JS     HTTP     XML     RMI","2 - 6 yrs"
