web-scraper-order,web-scraper-start-url,joblink,joblink-href,Job,company,Location,keyskills,min experince,salary,industry,functional area,role category,role,employement type,ug education ,pg education,job resposibilities,job requirements
"1551715425-3752","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-36","SAP BODS Technical Lead - Data Modeling/ ETL","https://www.naukri.com/job-listings-SAP-BODS-Technical-Lead-Data-Modeling-ETL-Axim-Technologies-Bengaluru-6-to-10-years-260219000481?src=premjobsearchDesk&sid=15517153547415&xp=31&px=36","SAP BODS Technical Lead - Data Modeling/ ETL","Axim Technologies","Bengaluru","SQL Queries     ETL     Data Modeling     Data Migration     SAP ECC     Stored Procedures     SAP","6 - 10 yrs","Not Disclosed by Recruiter","IT-Software  /    Software Services","Functional Area:     IT Software - ERP   ,     CRM","System Design/Implementation/ERP/CRM","Functional Outside Consultant","Permanent Job, Full Time","Any Graduate - Any Specialization, B.Tech/B.E. - Any Specialization","Any Postgraduate - Any Specialization","null","null"
"1551713462-3120","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-49","Plant Director - Iim/mdi/isb","https://www.naukri.com/job-listings-Plant-Director-Iim-mdi-isb-Confidential-Delhi-NCR-Mumbai-Bengaluru-Chennai-Hyderabad-Pune-Kolkata-Ahmedabad-Maharashtra-14-to-20-years-270219900736?src=premjobsearchDesk&sid=1551713386127&xp=13&px=49","Plant Director - Iim/mdi/isb","Confidential","Delhi NCR,    Mumbai,    Bengaluru,    Chennai,    Hyderabad,    Pune,    Kolkata,    Ahmedabad,    Maharashtra","cost reduction initiatives     vendor development     inventory control     supply chain     manpower utilization     quality improvement     data integrity     management systems","14 - 20 yrs","Not Disclosed by Recruiter","FMCG  /    Foods  /    Beverage","Functional Area:     Top Management","CEO/MD/Director","Permanent Job, Full Time","null","B.Tech/B.E. - Any Specialization","MBA/PGDM - Any Specialization","null","null"
"1551718212-4544","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-20","Associate Senior Software Engineer","https://www.naukri.com/job-listings-Associate-Senior-Software-Engineer-CERNER-HEALTHCARE-SOLUTIONS-PVT-LTD-Bengaluru-4-to-6-years-250219901377?src=premjobsearchDesk&sid=15517182064933&xp=39&px=20","Associate Senior Software Engineer","CERNER HEALTHCARE SOLUTIONS PVT LTD","Bengaluru","Javascript     XML     HTML     PLSQL     Troubleshooting     Business analysis     Coding     HTTP     Debugging     Information technology","4 - 6 yrs","Not Disclosed by Recruiter","Pharma  /    Biotech  /    Clinical Research","Functional Area:     IT Software - Application Programming   ,     Maintenance","Programming & Design","Software Developer","Permanent Job, Full Time","B.Tech/B.E. - Computers","M.Tech - Computers","null","null"
"1551714340-3410","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-43","Senior Project Manager @product Based Company","https://www.naukri.com/job-listings-Senior-Project-Manager-product-Based-Company-Wirecard-India-Private-Limited-Chennai-Perungudi-8-to-13-years-280219001490?src=premjobsearchDesk&sid=15517142937769&xp=23&px=43","Senior Project Manager @product Based Company","Wirecard India Private Limited","Chennai(Perungudi)","project management     project delivery     waterfall     professional services     presales     payment solutions     agile     execution     product management     product manager     senior project manager     it project management     technical manager     payments     cards domain     Product Owner","8 - 13 yrs","Not Disclosed by Recruiter","IT-Software  /    Software Services","Functional Area:     IT Software - Other","Project Management","Project Manager-IT/Software","Permanent Job, Full Time","null","null","2+ years of experience as project/product manager for Wirecard issuing projects a plus (Corecard, Wireconnect etc) 
 	Proven track record of successfully managing the end to end delivery of card programs/projects.
 	Experience in project planning and tracking, both agile and waterfall methodologies
 	Ability to work successfully in a client facing team, hands-on attitude and strong moderating skills, able to find creative compromises and say no when required
 	Quick understanding of complex processes and great analytical skills 
 	Excellent communication skills in English
 	Experience in working effectively in a global cross-functional matrix organization.  
 If you meet the above criteria, please share your cv to haridharan.m@wirecard.com
 
  Kindly note Only apply if you have good experience working in Cards and Payments domain","null"
"1551718735-4731","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-3","Lead UI Developer - Angularjs/vue.js","https://www.naukri.com/job-listings-Lead-UI-Developer-Angularjs-vue-js-Humint-Global-Technology-Hyderabad-8-to-13-years-040319900508?src=premjobsearchDesk&sid=15517186371767&xp=2&px=3","Lead UI Developer - Angularjs/vue.js","Humint Global Technology","Hyderabad","Javascript     UI Development     Angularjs     Web Development     GIT     Object Oriented Design     Web Technologies     Product Development     Computer Science     Team Leading","8 - 13 yrs","Not Disclosed by Recruiter","IT-Software  /    Software Services","Functional Area:     IT Software - Application Programming   ,     Maintenance","Programming & Design","Team Lead/Technical Lead","Permanent Job, Full Time","B.Tech/B.E. - Computers","M.Tech - Computers","null","null"
"1551718847-4771","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-2","Engineering Manager - Java/design Patterns","https://www.naukri.com/job-listings-Engineering-Manager-Java-design-Patterns-Squareroot-Bengaluru-8-to-13-years-040319900779?src=premjobsearchDesk&sid=15517187698335&xp=12&px=2","Engineering Manager - Java/design Patterns","Squareroot","Bengaluru","Web Services     Design Patterns     Web Technologies     Technical Architecture     People Management     Product Management     Team Leading     Engineering Management     Process Improvement     Release Management     Java     Jboss     Tomcat     Web service integration","8 - 13 yrs","Not Disclosed by Recruiter","IT-Software  /    Software Services","Functional Area:     IT Software - Application Programming   ,     Maintenance","Project Management","Project Manager-IT/Software","Permanent Job, Full Time","Any Graduate - Any Specialization","Any Postgraduate - Any Specialization","null","null"
"1551714207-3362","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-44","VP / AVP - Operations Analytics","https://www.naukri.com/job-listings-VP-AVP-Operations-Analytics-Asterion-Consulting-Pvt-Ltd-Bengaluru-8-to-13-years-230219005400?src=premjobsearchDesk&sid=15517141601034&xp=21&px=44","null","null","null","null","null","null","null","null","Senior Management","Head/VP/GM - Analytics & BI","Permanent Job, Full Time","null","null","null","null"
"1551716890-4067","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-30","Sr Engineer--bigdata Analytics","https://www.naukri.com/job-listings-Sr-Engineer-bigdata-Analytics-Toppersedge-com-India-Pvt-Ltd-Bengaluru-5-to-8-years-240718007642?src=premjobsearchDesk&sid=15517168273353&xp=16&px=30","Sr Engineer--bigdata Analytics","Toppersedge.com India Pvt Ltd","Bengaluru","Data Structures     Algorithms     Big Data     ESP     Apache Spark     Storm     Machine Learning     RDBMS     NoSQL     Unix administration tools     Spring     iBATIS     AngularJS     OOPs","5 - 8 yrs","Not Disclosed by Recruiter","IT-Software  /    Software Services","Functional Area:     IT Software - Other","Programming & Design","Software Developer","Permanent Job, Full Time","null","null","null","null"
"1551717538-4301","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-25","SAP SD Consultant","https://www.naukri.com/job-listings-SAP-SD-Consultant-Brillius-Technologies-Hyderabad-5-to-10-years-270219904275?src=premjobsearchDesk&sid=15517175139075&xp=32&px=25","SAP SD Consultant","Brillius Technologies","Hyderabad","sap sd     purchase process     master data     mm module     data dictionary     post production     production support     sap sd consultant","5 - 10 yrs","Not Disclosed by Recruiter","IT-Software  /    Software Services","Functional Area:     IT Software - ERP   ,     CRM","System Design/Implementation/ERP/CRM","Outside Technical Consultant","Permanent Job, Full Time","Any Graduate - Any Specialization","Any Postgraduate - Any Specialization","null","null"
"1551716471-3925","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-33","Software Technologist I","https://www.naukri.com/job-listings-Software-Technologist-I-Philips-India-Limited-Bengaluru-5-to-7-years-260219900434?src=premjobsearchDesk&sid=1551716167459&xp=8&px=33","Software Technologist I","Philips India Limited","Bengaluru","test cases     unit testing     quality implementation     software technologist     NET     C#     Java Backend     release processes","5 - 7 yrs","Not Disclosed by Recruiter","IT-Software  /    Software Services","Functional Area:     IT Software - Application Programming   ,     Maintenance","Programming & Design","Software Developer","Permanent Job, Full Time","B.Tech/B.E. - Computers","Any Postgraduate","null","null"
"1551715646-3798","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-35","IM - Scrum Master","https://www.naukri.com/job-listings-IM-Scrum-Master-Airbus-Group-India-Pvt-Ltd-Bengaluru-5-to-10-years-260219005913?src=premjobsearchDesk&sid=15517156089507&xp=35&px=35","IM - Scrum Master","Airbus Group India Pvt. Ltd.","Bengaluru","Agile Methodology     Continuous Delivery     CSM     Product Life Cycle     User Stories     Continuous Improvement     Scrum Master     Agile     CICD     Jira     Kanban     Scrum     SAFE     Rally     Versionone     Agilecraft     release planning     demos","5 - 10 yrs","Not Disclosed by Recruiter","Aviation  /    Aerospace Firms","Functional Area:     Other","Other","Permanent Job, Full Time","null","B.Tech/B.E. - Any Specialization","MS/M.Sc(Science) - Any Specialization, M.Tech - Any Specialization, MBA/PGDM - Any Specialization","Responsibilities 
 Scrum master is responsible for managing the scrum process with the coordination of scrum team in Agile methodology. He/she should be able to facilitate the team for better creativity and tries to improve the efficiency of the team. Also he/she should be a good coach in Agile/SAFE practices.   He/She shall be able to work in a self-sufficient multi-disciplinary team environment and responsible for end to end product development with limited supervision.  Act as Scrum Master for multiple teams, providing a learning environment to deliver business value.  Organizing and facilitating agile rituals including: release planning, daily stand-up meetings, reviews, retrospectives, planning, demos and other related meetings.  Emphasize code quality, with an emphasis on small, focused user stories.  Coordinate and drive product releases.  Experiment with and integrate processes and tools that enable continuous improvement.  Track and communicate metrics to provide teams and the organization with relevant feedback.  Encourage the team to improve transparency within the team  Recommend improvements and assist in changes to best practices.  This job requires the constant awareness of the compliance risks we face in day-to-day responsibilities. Continuous commitment to act with integrity with each other, with your communities, business partners and suppliers is the foundation of your success and sustainable growth.
 The commitment to integrity is supported by your adherence to all internal policies and procedures that govern business activities. Compliance with these policies will also protect Airbus reputation and brand, some of our most strategic and important assets.","null"
"1551715640-3796","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-35","Mechanical Design Engineer","https://www.naukri.com/job-listings-Mechanical-Design-Engineer-Rockwell-Automation-India-Pvt-Ltd-Bengaluru-1-to-3-years-260219005844?src=premjobsearchDesk&sid=15517156089507&xp=37&px=35","Mechanical Design Engineer","Rockwell Automation India Pvt Ltd","Bengaluru","Mechanical Design     Design Engineering     Sheet Metal     Mechanical Engineering     Creo     DFM     Plastic     B.E     Detailing     Die Casting","1 - 3 yrs","Not Disclosed by Recruiter","Industrial Products  /    Heavy Machinery","Functional Area:     Engineering Design   ,     R&D","Engineering Design","Design Engineer","Permanent Job, Full Time","B.Tech/B.E. - Mechanical","null","null","null"
"1551714276-3386","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-43","SSE, SAP (abap-apo) - Rimini Street - Hyd/blr","https://www.naukri.com/job-listings-SSE-SAP-abap-apo-Rimini-Street-Hyd-blr-Rimini-Street-India-Operations-Pvt-Ltd-Hyderabad-Bengaluru-10-to-15-years-310119003103?src=premjobsearchDesk&sid=15517142937769&xp=47&px=43","null","null","null","null","null","null","null","null","Email :","Address :","Reference Id:","null","null","null","null"
"1551718785-4748","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-2","Data Scientist / Decision Analyst","https://www.naukri.com/job-listings-Data-Scientist-Decision-Analyst-Cashify-Gurgaon-3-to-7-years-040319003318?src=premjobsearchDesk&sid=15517187698335&xp=35&px=2","Data Scientist / Decision Analyst","Cashify","Gurgaon","Text Mining     Data Mining     Predictive Modeling     Machine Learning     Logistic Regression     Data Science     Data Analytics     Data Extraction     Business Intelligence     Strong Communication Skills     Data Scientist     decision analyst     SQL     Tableau","3 - 7 yrs","INR     12,00,000 - 20,00,000 P.A.","Internet  /    Ecommerce","Functional Area:     Analytics & Business Intelligence","Analytics & BI","Analytics Manager","Permanent Job, Full Time","null","null","null","null"
"1551713586-3152","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-48","Key Account Manager - Sales - Furniture","https://www.naukri.com/job-listings-Key-Account-Manager-Sales-Furniture-Morpheus-Consulting-Bengaluru-Pune-10-to-15-years-270219004151?src=premjobsearchDesk&sid=15517135274940&xp=31&px=48","Key Account Manager - Sales - Furniture","Morpheus Consulting","Bengaluru,    Pune","sales management     product training     key account management     induction training     sales     Selling","10 - 15 yrs","Not Disclosed by Recruiter","Architecture  /    Interior Design","Functional Area:     Sales   ,     Retail   ,     Business Development","Channel Sales","Key Account Manager","Permanent Job, Full Time","B.Tech/B.E. - Any Specialization","MBA/PGDM - Any Specialization","null","null"
